_ObjectName,_SourceFile,_Script,_ScriptGUID,_ScriptFileID,MonoBehaviour.baked,MonoBehaviour.bakedShadows,MonoBehaviour.blendMode,MonoBehaviour.color,MonoBehaviour.colorBleedMode,MonoBehaviour.cutout,MonoBehaviour.disableFitCompensation,MonoBehaviour.ignoreCasterColor,MonoBehaviour.ignoreExternalActive,MonoBehaviour.inset,MonoBehaviour.m_CorrespondingSourceObject,MonoBehaviour.m_CorrespondingSourceObject_fileID,MonoBehaviour.m_EditorHideFlags,MonoBehaviour.m_Enabled,MonoBehaviour.m_GameObject,MonoBehaviour.m_GameObject_fileID,MonoBehaviour.m_ObjectHideFlags,MonoBehaviour.m_PrefabAsset,MonoBehaviour.m_PrefabAsset_fileID,MonoBehaviour.m_PrefabInstance,MonoBehaviour.m_PrefabInstance_fileID,MonoBehaviour.m_Script,MonoBehaviour.m_Script_fileID,MonoBehaviour.m_Script_guid,MonoBehaviour.m_Script_path,MonoBehaviour.modifiedFromInspector,MonoBehaviour.offset,MonoBehaviour.offsetAngle,MonoBehaviour.offsetDistance,MonoBehaviour.shadowAsSibling,MonoBehaviour.size,MonoBehaviour.spread,MonoBehaviour.useCasterAlpha,MonoBehaviour.useGlobalAngle
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1744438294136994},1744438294136994,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.7881396E-07, y: -3}",90,3,0,6,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],1,"{r: 0.4764151, g: 1, b: 0.62022334, a: 1}",2,0,0,1,1,1,{fileID: 0},0,0,1,{fileID: 1361591885273306},1361591885273306,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,17.85,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1799866125486327},1799866125486327,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.4142134, y: -1.4142137}",45,2,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.72156864}",2,0,0,1,1,0,{fileID: 0},0,0,1,{fileID: 1923028515678206},1923028515678206,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.9195232, y: -5.38138}",42.273666,8,0,3,0.5,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,1,0,0,{fileID: 0},0,0,0,{fileID: 1216827388119546},1216827388119546,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,1,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1315532450081730},1315532450081730,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1430156116648031},1430156116648031,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1285805771296959},1285805771296959,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1252109666394091},1252109666394091,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.7881396E-07, y: -3}",90,3,0,6,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],1,"{r: 0.4764151, g: 1, b: 0.62022334, a: 1}",2,0,0,1,1,1,{fileID: 0},0,0,1,{fileID: 1305654835609270},1305654835609270,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,17.85,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1871287998188634},1871287998188634,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.4142134, y: -1.4142137}",45,2,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.72156864}",2,0,0,1,1,0,{fileID: 0},0,0,1,{fileID: 1548109820601780},1548109820601780,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.9195232, y: -5.38138}",42.273666,8,0,3,0.5,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,1,0,0,{fileID: 0},0,0,0,{fileID: 1183247301450378},1183247301450378,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,1,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1980389258313669},1980389258313669,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1753317293897655},1753317293897655,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1238872722817869},1238872722817869,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1073506088403780},1073506088403780,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.7881396E-07, y: -3}",90,3,0,6,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],1,"{r: 0.4764151, g: 1, b: 0.62022334, a: 1}",2,0,0,1,1,1,{fileID: 0},0,0,1,{fileID: 1035997713083997},1035997713083997,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,17.85,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1792573605455607},1792573605455607,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.4142134, y: -1.4142137}",45,2,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.72156864}",2,0,0,1,1,0,{fileID: 0},0,0,1,{fileID: 1568998380466783},1568998380466783,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.9195232, y: -5.38138}",42.273666,8,0,3,0.5,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,1,0,0,{fileID: 0},0,0,0,{fileID: 1925102842302764},1925102842302764,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,1,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1585409400708433},1585409400708433,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1607425296749708},1607425296749708,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1592405779358580},1592405779358580,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1972312275079325},1972312275079325,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.7881396E-07, y: -3}",90,3,0,6,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1335013648582130},1335013648582130,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.192093E-07, y: -2}",90,2,0,3.4,0.197,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1643743552673238},1643743552673238,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.192093E-07, y: 2}",270,2,0,3.4,0.197,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.5686275}",2,0,0,0,0,1,{fileID: 0},0,0,1,{fileID: 1316764263863911},1316764263863911,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0.27349573, y: -1.4951923}",79.63423,1.52,0,2,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1181311787833270},1181311787833270,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,5,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1989406673054968},1989406673054968,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.6568537, y: -5.6568546}",45,8,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.72156864}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1282054529444943},1282054529444943,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.9195232, y: -5.38138}",42.273666,8,0,15,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1062892944959192},1062892944959192,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 3.5355334, y: -3.5355341}",45,5,0,5,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1307686003528263},1307686003528263,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.192093E-07, y: -2}",90,2,0,3.4,0.197,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1400004564236981},1400004564236981,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.192093E-07, y: 2}",270,2,0,3.4,0.197,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.5686275}",2,0,0,0,0,1,{fileID: 0},0,0,1,{fileID: 1695881029841965},1695881029841965,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0.27349573, y: -1.4951923}",79.63423,1.52,0,2,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1855609646590256},1855609646590256,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,5,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1524868888848231},1524868888848231,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 3.5355334, y: -3.5355341}",45,5,0,10,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],1,"{r: 0.4764151, g: 1, b: 0.62022334, a: 1}",2,0,0,1,1,1,{fileID: 0},0,0,1,{fileID: 1996530846802053},1996530846802053,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,17.85,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1355757855187998},1355757855187998,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.4142134, y: -1.4142137}",45,2,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.72156864}",2,0,0,1,1,0,{fileID: 0},0,0,1,{fileID: 1991361298863316},1991361298863316,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.9195232, y: -5.38138}",42.273666,8,0,3,0.5,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,1,0,0,{fileID: 0},0,0,0,{fileID: 1705755137521764},1705755137521764,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,1,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1485545729386494},1485545729386494,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1849921646405452},1849921646405452,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
