typeID,prefabName,displayNameKey,category,nameEN,nameZH,descEN,descZH,maxStackCount,stackable,value,quality,displayQuality,weight,order,soundKey,iconGUID,tags,tagKeys,tagsEN,tagsZH,variablesCount,constantsCount,agentsCount,effectsCount,inventory,usageUtilities,slots,itemGraphic,prefab
745,Quest_Letter_LifeSupportClue,Item_Quest_Letter_LifeSupportClue,Quest,Life Support System Clue,维生系统线索,The clue our informant left is barely readable. Honestly; feels like only Jeff can make sense of it.,线人留下的维生系统线索，字迹有些潦草，感觉只有杰夫能看得懂。,1,False,1,2,0,0.1,2,,e2a19f6d0c5eb0c43b9d3a5cf96395fb,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Letter_LifeSupportClue.prefab
746,Marker,Item_Marker,Marker,Marker,标记器,A coordinate-emitting device powered by solar energy and... egg whites? Rumor has it this thing can last up to 10;000 years.,持续发射坐标的装置，采用蛋清及太阳能双重供电模式，据说续航能达到1万年。,1,False,292,2,0,0.52,2,,c32f14a87e2d1ec4bb67ab3f1411d644,['be00b67f42cd0e24093950d7e92a4932'],['Tag_Electric'],['Electronics'],['电子产品'],0,0,0,0,True,True,True,True,Assets/GameObject/Marker.prefab
747,Quest_AirCirculationUnit,Item_Quest_AirCirculationUnit,Quest,Air Circulation Unit,空气循环单元,A vital part of the spacecraft's life support system.,飞船维生系统的重要组成部分。,1,False,1,6,0,3.0,0,,6422d9bd28b4198428afd725c8667fc3,['504feb37d5cce994f83c8cbef1b8dc40'; 'a8eac843897faed4281ee5157f02e518'],['Tag_Quest'; 'Tag_Sticky'],['Quest Item'; 'Protected'],['任务物品'; '受保护'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_AirCirculationUnit.prefab
748,ComputingUnit,Item_ComputingUnit,ComputingUnit,High-Performance Computing Unit,高性能计算单元,Delivers up to 1 EFLOPS of computing power.,算力高达1EFLOPS。,1,False,80000,6,6,4.0,0,,4c90d4990784fbd4eb6cfcbf955defb8,['8707d2716ed9bf14f8a357bbeac1df68'],['Tag_Special'],['Special'],['特殊'],0,0,0,0,True,True,True,True,Assets/GameObject/ComputingUnit.prefab
749,BP_ComputingUnit,Item_BP_ComputingUnit,BP,Blueprint: High-Performance Computing Unit,蓝图：高性能计算单元,Used to develop the High-Performance Computing Unit.,用于研发高性能计算单元。,1,False,50,0,0,0.1,0,,409450663c45e9c4a84ed61f2f91d59e,['252cc69c34f255f4295c9a35152f3144'; 'edb2b45aa680da541a2a09780e88de18'],['Tag_Formula'; 'Tag_Formula_Blueprint'],['Recipe'; 'Advanced Workbench Blueprint'],['配方'; '高级工作台蓝图'],0,0,0,0,True,True,True,True,Assets/GameObject/BP_ComputingUnit.prefab
750,Quest_HugeMotherBoard,Item_Quest_HugeMotherBoard,Quest,Large Motherboard,大型主板,Maximizes the performance of the High-Performance Computing Unit.,可以发挥高性能计算单元的全部性能。,1,False,285,6,0,0.3,0,,7d899fcba8ed96c419c6725f553cae9c,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_HugeMotherBoard.prefab
751,Quest_DogCollar,Item_Quest_DogCollar,Quest,Dog Owner's Collar,爱狗的项圈,Still has traces of blood on it.,上面好像还残留了一些血迹。,1,False,50,9999,0,0.5,0,,d427f2a0765f21d4fbfd68bd0a5625aa,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_DogCollar.prefab
753,Quest_Blueprint_Thrusters_Encrypted,Item_Quest_Blueprint_Thrusters_Encrypted,Quest,Spaceship Thruster Blueprint (Encrypted),飞船推进器图纸（加密）,Highly encrypted; completely unreadable to non-experts.,非常复杂，不是专业人士完全看不懂。,1,False,100,6,0,0.2,0,,88ce7c90c2016a7489b3c10f5ef35789,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Blueprint_Thrusters_Encrypted.prefab
754,Key_Card_JLabLv1,Item_Key_Card_JLabLv1,Key,Lv.1 J-Lab Certificate,J-Lab一级凭证,One-time pass for J-Lab staff. Grants access to the outer perimeter.,J-Lab实验人员持有的一次性凭证，只能进入最外围的区域。,1,False,2000,3,0,0.2,3,,519949770a004144f82b12b347117f59,['3c653f8275d43fe49b704b4f2c2d1f82'; 'e9e8235839290ab47b534abeb4532f66'; 'cdef82f9142038d4984732a989854ff0'],['Tag_SpecialKey'; 'Tag_Key'; 'Tag_LockInDemo'],['Key (Cannot be registered)'; 'Key'; 'LockInDemo'],['钥匙（无法录入）'; '钥匙'; 'LockInDemo'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_Card_JLabLv1.prefab
755,Key_Card_JLabLv2,Item_Key_Card_JLabLv2,Key,Lv.2 J-Lab Certificate,J-Lab二级凭证,One-time pass. Grants access to the lab's core area.,可以进入实验室的核心区域的一次性凭证。,1,False,15000,7,2,0.2,0,,7e1889920d5cfea4aa1765c184ced388,['3c653f8275d43fe49b704b4f2c2d1f82'; 'e9e8235839290ab47b534abeb4532f66'; 'cdef82f9142038d4984732a989854ff0'],['Tag_SpecialKey'; 'Tag_Key'; 'Tag_LockInDemo'],['Key (Cannot be registered)'; 'Key'; 'LockInDemo'],['钥匙（无法录入）'; '钥匙'; 'LockInDemo'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_Card_JLabLv2.prefab
756,Key_Card_JLabLv3,Item_Key_Card_JLabLv3,Key,Lv.3 J-Lab Certificate,J-Lab三级凭证,One-time pass with the highest authority. Grants access to classified zones.,拥有实验室最高权限的一次性凭证，可以进入实验室的机密区域。,1,False,50000,9,4,0.2,0,,c58130b1aaf509242a8b217537a70b7b,['3c653f8275d43fe49b704b4f2c2d1f82'; 'e9e8235839290ab47b534abeb4532f66'; 'cdef82f9142038d4984732a989854ff0'],['Tag_SpecialKey'; 'Tag_Key'; 'Tag_LockInDemo'],['Key (Cannot be registered)'; 'Key'; 'LockInDemo'],['钥匙（无法录入）'; '钥匙'; 'LockInDemo'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_Card_JLabLv3.prefab
757,Quest_ResearchDocument_Thrusters,Item_Quest_ResearchDocument_Thrusters,Quest,Vector Thruster Research Log,矢量推进器研究日志,Details the vector thruster test process. No results or blueprints included. The rest is strangely meticulous; as if the writer had a terrible memory.,记录了矢量推进器实验进程，其中并没有写明实验结果，也没有看到推进器的图纸，但其余内容写的非常详细，让人觉得这人的记性不太好。,1,False,1,2,0,0.2,2,,e2a19f6d0c5eb0c43b9d3a5cf96395fb,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_ResearchDocument_Thrusters.prefab
758,Key_Eyeball_Jlab,Item_Eyeball_Jlab,Eyeball,Mine Manager's Iris Data,矿长的虹膜信息,Intact—because the head wasn't blown off.,因为头没有被打爆，所以完好的保存了下来。,1,False,300,3,0,0.2,3,,2d53fd2f20a035f409e5675ae4cc7744,['8707d2716ed9bf14f8a357bbeac1df68'],['Tag_Special'],['Special'],['特殊'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_Eyeball_Jlab.prefab
759,Key_ThrusterResearcherHome,Item_Key_ThrusterResearcherHome,Key,Shed\ Key,工棚钥匙,Unlocks\ the\ workshed\ on\ the\ construction\ site\.,用来打开建筑工地工棚的钥匙。,1,False,101,3,0,0.2,0,,09dc4b79be3849f44b9d763e55ce6aaa,['e9e8235839290ab47b534abeb4532f66'; 'cdef82f9142038d4984732a989854ff0'],['Tag_Key'; 'Tag_LockInDemo'],['Key'; 'LockInDemo'],['钥匙'; 'LockInDemo'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_ThrusterResearcherHome.prefab
760,Quest_Blueprint_NavigationSystem,Item_Quest_Blueprint_NavigationSystem,Quest,Navigation System Blueprint,导航系统图纸,Blueprint for a spacecraft navigation system.,飞船导航系统的图纸。,1,False,100,6,0,0.2,0,,88ce7c90c2016a7489b3c10f5ef35789,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Blueprint_NavigationSystem.prefab
761,Quest_StarMap1,Item_Quest_StarMap1,Quest,Star Map,星图,An incomplete star map of the cosmos.,宇宙星图，但并不完整。,1,False,1,2,0,0.2,2,,e2a19f6d0c5eb0c43b9d3a5cf96395fb,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_StarMap1.prefab
762,Quest_StarMap2,Item_Quest_StarMap2,Quest,Star Map Fragment Part 2,星图碎片Part2,An incomplete star map of the cosmos.,宇宙星图，但并不完整。,1,False,1,2,0,0.2,2,,e2a19f6d0c5eb0c43b9d3a5cf96395fb,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_StarMap2.prefab
763,Quest_StarMap3,Item_Quest_StarMap3,Quest,Star Map Fragment Part 3,星图碎片Part3,An incomplete star map of the cosmos.,宇宙星图，但并不完整。,1,False,1,2,0,0.2,2,,e2a19f6d0c5eb0c43b9d3a5cf96395fb,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_StarMap3.prefab
764,Plastics,Item_Plastics,Plastics,Polyethylene Sheet,聚乙烯片,A durable plastic sheet that's difficult to decompose.,很难降解的塑料碎片。,10,True,21,1,0,0.02,1,,4a7c9a40dc421f946bcab628109c8ee9,['d0e0879b966f49c41892d16d441a06a1'; '8707d2716ed9bf14f8a357bbeac1df68'],['Tag_Tool'; 'Tag_Special'],['Tool'; 'Special'],['工具'; '特殊'],0,0,0,0,True,True,True,True,Assets/GameObject/Plastics.prefab
765,DuctTape,Item_DuctTape,DuctTape,Tape,胶带,Versatile adhesive tape.,胶带，用途广泛。,1,False,84,1,0,0.2,1,,e0401df6d21bec0458c19e24cea155b5,['8fc6e1852ff836d43a293cf60f077571'],['Tag_Daily'],['Daily Supplies'],['日常用品'],0,0,0,0,True,True,True,True,Assets/GameObject/DuctTape.prefab
766,Quest_Blueprint_DefenceShield_BlackMarket,Item_Quest_Blueprint_DefenceShield_BlackMarket,Quest,Cosmic Defense Field Blueprint (Encrypted),宇宙级防御力场蓝图（加密）,Encrypted blueprint for a top-tier cosmic defense field; essential for space travel.,超绝防护力，星际旅行必备！,1,False,500,6,0,0.2,0,,88ce7c90c2016a7489b3c10f5ef35789,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Blueprint_DefenceShield_BlackMarket.prefab
767,TransformDevice,Item_TransformDevice,TransformDevice,Energy Reconstruction Device,能量重塑装置,A special device that reconstructs egg-white-based energy. Its mechanism and origin remain unknown.,能够重塑蛋清能量的特殊装置，原理不明，来源不明。,1,False,500,999,5,1.5,0,,6a266daf4082fe64db16875e3b0f887e,['8707d2716ed9bf14f8a357bbeac1df68'],['Tag_Special'],['Special'],['特殊'],0,0,0,0,True,True,True,True,Assets/GameObject/TransformDevice.prefab
768,EnergyBall,Item_EnergyBall,EnergyBall,Energy Orb,能源球,Reconstructed egg-white energy. More stable; easier to harness; and immensely powerful.,重塑后更容易被利用的蛋清能源，能量巨大，性质稳定。,6,True,2500,999,3,0.2,0,,06451efc2d3097349afe3410e7667c54,['8707d2716ed9bf14f8a357bbeac1df68'],['Tag_Special'],['Special'],['特殊'],0,0,0,0,True,True,True,True,Assets/GameObject/EnergyBall.prefab
769,EggWhiteEnergyPieces,Item_EggWhtieEnergyPieces,EggWhtieEnergyPieces,Egg White Energy Fragment,蛋清能源碎片,Matter leaking from the rift holds massive energy; but it's tough to harness directly.,从裂缝中溢出的物质，蕴含着巨大的能量，但很难直接利用。,10,True,120,2,3,0.2,2,,faf3f34355f7f764e8c7df09b30706a5,['8707d2716ed9bf14f8a357bbeac1df68'],['Tag_Special'],['Special'],['特殊'],0,0,0,0,True,True,True,True,Assets/GameObject/EggWhiteEnergyPieces.prefab
772,PoliceStick,Item_PoliceStick,PoliceStick,Police Baton,警棍,A standard-issue baton for security personnel.,守卫用的警棍。,1,False,175,1,0,0.78,101,,0495e186193b6284096fcd13b424d47f,['cdaec450420d4c443b15a384fc287a02'; 'f6017bb1526524f419dac91362406baa'; '3eda4209113db454fa6569a24e4c2e91'],['Tag_Weapon'; 'Tag_MeleeWeapon'; 'Tag_DontDropOnDeadInSlot'],['Weapon'; 'Melee Weapon'; 'Bound Equipment'],['武器'; '近战武器'; '绑定装备'],0,0,1,0,True,True,True,True,Assets/GameObject/PoliceStick.prefab
774,Quest_Blueprint_ComputingUnit_Encrypted,Item_Quest_Blueprint_ComputingUnit_Encrypted,Quest,High-Performance Computing Unit Blueprint (Encrypted),高性能计算单元蓝图（加密）,A blueprint for developing High-Performance Computing Units; encrypted with complex algorithms and nearly indecipherable.,用以开发高性能计算单元的蓝图，但被算法加密了，看不太懂。,1,False,100,6,0,0.2,0,,88ce7c90c2016a7489b3c10f5ef35789,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Blueprint_ComputingUnit_Encrypted.prefab
775,Quest_Power_ComputingUnit,Item_Quest_Power_ComputingUnit,Quest,5;000W Power Supply,5000w电源,A high-output power supply with a large red star stamped on the side.,电源侧面印了一个大大的红星。,1,False,1,5,0,1.0,5,,434624cf7040d2a49a4e4057f56c1221,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Power_ComputingUnit.prefab
776,Muzzle_SHT_SIL_1,Item_Muzzle_SHT_SIL_1,Muzzle,Shotgun Heavy Suppressor,霰弹枪重型消音器,A shotgun muzzle suppresses the firing sound and improves spread control but reduces movement speed.,降低开枪时声响并提高散布控制的霰弹枪枪口，但会损失移动速度。,1,False,2400,4,0,1.395,334,,6bd693c3c2d87a140aedba81072071c5,['9aee705d1522bdb4193eeed913cf6af3'; 'd317102bea1f2d244b47ec9baed8901f'; '8a80328418cf573469dda0f4b5794fca'],['Tag_Accessory'; 'Tag_Muzzle'; 'Tag_GunType_SHT'],['Attachment'; 'Muzzle'; 'Shotgun'],['配件'; '枪口'; '霰弹枪'],0,0,0,0,True,True,True,True,Assets/GameObject/Muzzle_SHT_SIL_1.prefab
777,Stock_SNP_MOV_1,Item_Stock_SNP_MOV_1,Stock,Sniper Rifle Quick Stock,狙击枪快速枪托,A\ sniper\ rifle\ stock\ largely\ increases\ ADS\ speed\ and\ improves\ mobility\.,大幅提高瞄准速度与机动性的狙击枪枪托。,1,False,1100,999,0,0.7,0,,aea9f2da807cc694ea665f88ddccfb40,['9aee705d1522bdb4193eeed913cf6af3'; '5bac296a91dbeb740ba67d6eeb60a058'; 'b5b320bbafb10ec4993acc9ac2fb8cfe'],['Tag_Accessory'; 'Tag_Stock'; 'Tag_GunType_SNP'],['Attachment'; 'Stock'; 'Sniper Rifle'],['配件'; '枪托'; '狙击枪'],0,0,0,0,True,True,True,True,Assets/GameObject/Stock_SNP_MOV_1.prefab
778,Quest_Cooling_ComputingUnit,Item_Quest_Cooling_ComputingUnit,Quest,Large Heat Sink,大型散热器,Features massive cooling fins and fans; but oddly; only two heat pipes.,拥有巨大的散热鳍片以及风扇，但好像只有两根热管。,1,False,1,5,0,1.0,5,,3f2c50c63d2df3b40a022a7761cbb7ec,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Cooling_ComputingUnit.prefab
779,Key_Farm_JLabStaffHome,Item_Key_Farm_JLabStaffHome,Key,House Key 01,家门钥匙01,No clue who this key belongs to.,不知道是谁的家。,1,False,200,2,0,0.2,2,,09dc4b79be3849f44b9d763e55ce6aaa,['e9e8235839290ab47b534abeb4532f66'; 'cdef82f9142038d4984732a989854ff0'],['Tag_Key'; 'Tag_LockInDemo'],['Key'; 'LockInDemo'],['钥匙'; 'LockInDemo'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_Farm_JLabStaffHome.prefab
780,Sniper_M700_Normal,Item_Sniper_M700_Normal,Sniper,M700,M700,A widely deployed sniper rifle.,被广泛运用的狙击步枪。,1,False,8767,4,0,4.0,704,,fe2e258f837ec624a8c59e799cea7a40,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; 'b5b320bbafb10ec4993acc9ac2fb8cfe'; '94118f515b747844c982baf721457f16'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_SNP'; 'Tag_Western'; 'Tag_Repairable'],['Weapon'; 'Firearm'; 'Sniper Rifle'; 'Western'; 'Repairable'],['武器'; '枪械'; '狙击枪'; 'Western'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/Sniper_M700_Normal.prefab
781,Sniper_Mosin_Normal,Item_Sniper_Mosin_Normal,Sniper,Mosin-Nagant,Mosin-Nagant,A classic; reliable sniper rifle known for its massive headshot damage.,经典耐用的狙击步枪，爆头伤害非常高。,1,False,7993,4,0,3.92,704,,a423386856540a444b26eea66d2142ad,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; 'b5b320bbafb10ec4993acc9ac2fb8cfe'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_SNP'; 'Tag_Repairable'],['Weapon'; 'Firearm'; 'Sniper Rifle'; 'Repairable'],['武器'; '枪械'; '狙击枪'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/Sniper_Mosin_Normal.prefab
782,Sniper_SV98_Normal,Item_Sniper_SV98_Normal,Sniper,SV98,SV98,An all-around excellent sniper rifle; with standout range.,各方面都非常优秀的狙击步枪，射程上更是相当突出。,1,False,13909,5,0,3.82,705,,2c0153bd1deb0f94186cec422adb6b59,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; 'b5b320bbafb10ec4993acc9ac2fb8cfe'; '94118f515b747844c982baf721457f16'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_SNP'; 'Tag_Western'; 'Tag_Repairable'],['Weapon'; 'Firearm'; 'Sniper Rifle'; 'Western'; 'Repairable'],['武器'; '枪械'; '狙击枪'; 'Western'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/Sniper_SV98_Normal.prefab
783,PST_TT33_Normal,Item_PST_TT33_Normal,PST,TT-33,TT-33,A basic service pistol with average stats; but extremely cheap thanks to its simple design.,各方面性能都非常一般的制式手枪，但由于结构相当简单，所以价格相当便宜。,1,False,80,0,0,0.854,200,,9812e5007a998724a877efa83e85dd34,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; '0f035522110c9b6499c39cab14913716'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_PST'; 'Tag_Repairable'],['Weapon'; 'Firearm'; 'Pistol'; 'Repairable'],['武器'; '枪械'; '手枪'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/PST_TT33_Normal.prefab
784,PST_PM_Normal,Item_PST_PM_Normal,PST,PM,PM,A lightweight; easy-to-carry service pistol.,轻巧便携的制式手枪。,1,False,241,1,0,0.83,201,,45a21870f6553044ebe4b71e414a3b01,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; '0f035522110c9b6499c39cab14913716'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_PST'; 'Tag_Repairable'],['Weapon'; 'Firearm'; 'Pistol'; 'Repairable'],['武器'; '枪械'; '手枪'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/PST_PM_Normal.prefab
785,MAG_Desert_Normal,Item_MAG_Desert_Normal,MAG,Desert Eagle,沙漠之鹰,Pistol-sized and compatible with pistol attachments—but fires powerful Magnum rounds.,虽然是手枪的尺寸用的也是手枪的配件，但使用大威力的马格南弹药。,1,False,8620,4,0,2.0,804,,752848283d5a06a418eca37941f23554,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; '2394ba1f46200d64f8989b3680b6c14a'; '94118f515b747844c982baf721457f16'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_MAG'; 'Tag_Western'; 'Tag_Repairable'],['Weapon'; 'Firearm'; 'Magnum'; 'Western'; 'Repairable'],['武器'; '枪械'; '马格南'; 'Western'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/MAG_Desert_Normal.prefab
786,BR_M1A_Normal,Item_BR_M1A_Normal,BR,M1A,M1A,A civilian variant of the M14. High accuracy and long range; but noticeably heavy.,M14的民用版本，射程远、精度高，但重量也较高。,1,False,8450,4,0,4.25,504,,bf017a1cfe958a74b840553466245374,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; '0b25d707435ccf0459ff33e3472d17e6'; '94118f515b747844c982baf721457f16'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_BR'; 'Tag_Western'; 'Tag_Repairable'],['Weapon'; 'Firearm'; 'Battle Rifle'; 'Western'; 'Repairable'],['武器'; '枪械'; '战斗步枪'; 'Western'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/BR_M1A_Normal.prefab
787,BR_M14_Normal,Item_BR_M14_Normal,BR,M14,M14,A standard semi-auto precision battle rifle with a surprisingly high fire-rate cap.,制式精准战斗步枪，虽然是半自动，但有很高的射速上限。,1,False,11854,5,0,4.75,505,,8de35dd622e595f4bb87405b7dea7231,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; '0b25d707435ccf0459ff33e3472d17e6'; '94118f515b747844c982baf721457f16'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'; 'cdef82f9142038d4984732a989854ff0'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_BR'; 'Tag_Western'; 'Tag_Repairable'; 'Tag_LockInDemo'],['Weapon'; 'Firearm'; 'Battle Rifle'; 'Western'; 'Repairable'; 'LockInDemo'],['武器'; '枪械'; '战斗步枪'; 'Western'; '可维修'; 'LockInDemo'],0,0,1,0,True,True,True,True,Assets/GameObject/BR_M14_Normal.prefab
788,AR_MCXSpear_Normal,Item_AR_MCXSpear_Normal,AR,MCX Spear,MCX Spear,A powerful battle rifle with a built-in fire control system. It's pricey; but nearly flawless.,自带火控系统的战斗步枪，除了贵，很难找到缺点。,1,False,19826,6,0,3.45,506,,5c5dc002dbc52a7469ba51985bb6c5b4,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; '0b25d707435ccf0459ff33e3472d17e6'; '94118f515b747844c982baf721457f16'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'; 'cdef82f9142038d4984732a989854ff0'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_BR'; 'Tag_Western'; 'Tag_Repairable'; 'Tag_LockInDemo'],['Weapon'; 'Firearm'; 'Battle Rifle'; 'Western'; 'Repairable'; 'LockInDemo'],['武器'; '枪械'; '战斗步枪'; 'Western'; '可维修'; 'LockInDemo'],0,0,1,0,True,True,True,True,Assets/GameObject/AR_MCXSpear_Normal.prefab
790,ArmorLV1Fire,Item_ArmorLV1Fire,ArmorLV1Fire,Lv.1 Fireproof Suit,一级防火服,Armored suit with boosted fire resistance. Doesn't offer much protection against bullets; but greatly reduces fire DMG.,强化了防火性能的护甲，虽然对于子弹的防护能力提升不多，但可以大幅降低受到的火伤害。,1,False,575,999,0,2.0,0,,aea9f2da807cc694ea665f88ddccfb40,['140e0ffe98d9f294f844300eed527777'; 'df4582ee1d2966f4e9231575c408b410'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'; 'cdef82f9142038d4984732a989854ff0'],['Tag_Armor'; 'Tag_Equipment'; 'Tag_Repairable'; 'Tag_LockInDemo'],['Body'; 'Equipment'; 'Repairable'; 'LockInDemo'],['身体'; '装备'; '可维修'; 'LockInDemo'],0,0,1,0,True,True,True,True,Assets/GameObject/ArmorLV1Fire_0.prefab
791,Jacket,Item_Jacket,Jacket,Leather Jacket,皮夹克,Civilian-grade jacket made of tough leather. Offers decent protection against shoddy bullets.,用坚固的皮革制作，虽然是民用的衣服，但足够防护一些劣等子弹。,1,False,155,999,0,0.8,0,,aea9f2da807cc694ea665f88ddccfb40,['140e0ffe98d9f294f844300eed527777'; 'df4582ee1d2966f4e9231575c408b410'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Armor'; 'Tag_Equipment'; 'Tag_Repairable'],['Body'; 'Equipment'; 'Repairable'],['身体'; '装备'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/Jacket.prefab
793,Formula_Injection_A,Item_Formula_Injection_A,Formula,Recipe: Yellow Injector,配方：黄针,A recipe for an injector that largely boosts movement speed.,可以大幅提高移动速度的针剂的配方。,1,False,50,3,0,0.0,3,,88ce7c90c2016a7489b3c10f5ef35789,['252cc69c34f255f4295c9a35152f3144'; 'bb7fe4443c2a49b4c93fac21b71f0cc2'],['Tag_Formula'; 'Tag_Formula_Medic'],['Recipe'; 'Medic Station Recipe'],['配方'; '医疗站配方'],0,0,0,0,True,True,True,True,Assets/GameObject/Formula_Injection_A.prefab
794,Formula_Injection_Weight,Item_Formula_Injection_Weight,Formula,Recipe: Weight-Bearing Injector,配方：负重针,A\ recipe\ for\ an\ injector\ that\ largely\ increases\ carry\ weight\.,可以大幅提高负重的针剂的配方。,1,False,50,3,0,0.0,3,,88ce7c90c2016a7489b3c10f5ef35789,['252cc69c34f255f4295c9a35152f3144'; 'bb7fe4443c2a49b4c93fac21b71f0cc2'],['Tag_Formula'; 'Tag_Formula_Medic'],['Recipe'; 'Medic Station Recipe'],['配方'; '医疗站配方'],0,0,0,0,True,True,True,True,Assets/GameObject/Formula_Injection_Weight.prefab
795,Key_HiddenWarehouse_RBHouse,Item_Key_HiddenWarehouse_RBHouse,Key,Residential House Key,民房钥匙,A key to a residential house somewhere in the Warehouse Area.,仓库区某处民房的钥匙。,1,False,220,2,0,0.2,2,,09dc4b79be3849f44b9d763e55ce6aaa,['e9e8235839290ab47b534abeb4532f66'],['Tag_Key'],['Key'],['钥匙'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_HiddenWarehouse_RBHouse.prefab
